drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Insulin lispro	Esmolol	0.528	-2.22	Moderate	18 (7/11)		#9FC1DD	102.769055095632	3.81285437152885e-05
Insulin lispro	Doxycycline	0.571	-1.02	Moderate	31 (18/13)		#B4D1E6	176.991150442478	1
Insulin lispro	Atenolol	0.869	1.416	Moderate	6 (4/2)		#F5B4B4	34.2563516985441	1
Insulin lispro	Demeclocycline	1	Inf	Moderate	1 (1/0)		#B32020	5.70939194975735	1
Insulin lispro	Tetracycline	1	Inf	Moderate	1 (1/0)		#B32020	5.70939194975735	1
Insulin lispro	Acetylsalicylic acid	0.911	-1.549	Moderate	218 (104/114)		#ABCBE2	1244.6474450471	1.61895959646582e-53
Insulin lispro	Carvedilol	0.885	-1.987	Moderate	77 (32/45)		#A2C4DE	439.623180131316	1.39491713855902e-29
Insulin lispro	Bismuth subsalicylate	1	-1.413	Moderate	2 (1/1)	The salicylate increase the effect of insulin	#ACCCE3	11.4187838995147	1
Insulin glargine	Esmolol	0.453	-3.297	Moderate	10 (3/7)		#89B1D3	57.0939194975735	1
Insulin glargine	Doxycycline	0.429	-1.148	Moderate	29 (16/13)		#B2D0E5	165.572366542963	1
Insulin glargine	Metoprolol	0.782	-1.634	Moderate	110 (51/59)		#A9C9E1	628.033114473309	1.57188252913977e-17
Insulin glargine	Atenolol	0.815	1.062	Moderate	5 (3/2)		#F9BCBC	28.5469597487868	1
Insulin glargine	Sotalol	0.545	-1.413	Moderate	2 (1/1)		#ACCCE3	11.4187838995147	1
Insulin glargine	Propranolol	0.691	-1.413	Moderate	4 (2/2)		#ACCCE3	22.8375677990294	1
Insulin glargine	Labetalol	0.844	-1.413	Moderate	16 (8/8)		#ACCCE3	91.3502711961176	1
Insulin glargine	Demeclocycline	1	Inf	Moderate	1 (1/0)		#B32020	5.70939194975735	1
Insulin glargine	Acetylsalicylic acid	0.82	-1.648	Moderate	169 (78/91)		#A9C9E1	964.887239508992	2.17463118178182e-30
Insulin glargine	Carvedilol	0.888	-1.656	Moderate	63 (29/34)		#A8C8E1	359.691692834713	5.92923141258813e-21
Cyclosporine	Voriconazole	1	Inf	Major	1 (1/0)	Voriconazole increases the effect and toxicity of cyclosporine	#B32020	5.70939194975735	1
Cyclosporine	Atorvastatin	1	-1.413	Major	2 (1/1)	Possible myopathy and rhabdomyolysis	#ACCCE3	11.4187838995147	1
Oxytocin	Phenylephrine	1	Inf	Moderate	3 (3/0)	Possible marked increase of arterial pressure	#B32020	17.1281758492721	1
Folic acid	Butalbital	0.708	-2.826	None	3 (1/2)	Folic acid decreases the effect of anticonvulsant	#93B8D7	17.1281758492721	1
Folic acid	Phenytoin	0.884	Inf	Moderate	2 (2/0)	Folic acid decreases the levels of hydantoin	#B32020	11.4187838995147	1
Folic acid	Primidone	1	-1.413	Moderate	2 (1/1)	Folic acid decreases the effect of anticonvulsant	#ACCCE3	11.4187838995147	1
Folic acid	Fosphenytoin	1	Inf	Moderate	1 (1/0)	Folic acid decreases the levels of hydantoin	#B32020	5.70939194975735	1
Pravastatin	Fenofibrate	1	1.416	Major	3 (2/1)	Increased risk of myopathy/rhabdomyolysis	#F5B4B4	17.1281758492721	1
Fluvoxamine	Ropinirole	1	Inf	Moderate	1 (1/0)	Increases the effect and toxicity of ropinirole	#B32020	5.70939194975735	1
Fluvoxamine	Duloxetine	1	Inf	Major	1 (1/0)	Fluvoxamine increases the effect and toxicity of duloxetine	#B32020	5.70939194975735	1
Valsartan	Triamterene	0.516	Inf	Major	2 (2/0)	Increased risk of hyperkaliemia	#B32020	11.4187838995147	1
Ramipril	Triamterene	1	Inf	Major	1 (1/0)	Increased risk of hyperkaliemia	#B32020	5.70939194975735	1
Amphetamine	Prochlorperazine	0.258	Inf	Moderate	1 (1/0)	Decreased anorexic effect, may increase pyschotic symptoms	#B32020	5.70939194975735	1
Amphetamine	Fluoxetine	0.319	Inf	Major	4 (4/0)	Risk of serotoninergic syndrome	#B32020	22.8375677990294	1
Amphetamine	Paroxetine	0.348	Inf	Major	3 (3/0)	Risk of serotoninergic syndrome	#B32020	17.1281758492721	1
Amphetamine	Promethazine	0.294	Inf	Moderate	6 (6/0)	Decreased anorexic effect, may increase pyschotic symptoms	#B32020	34.2563516985441	1
Lorazepam	Phenytoin	1	3.539	Moderate	6 (5/1)	Possible increased levels of the hydantoin, decrease of benzodiazepine	#E38D8D	34.2563516985441	1
Lorazepam	Fosphenytoin	1	2.831	Moderate	5 (4/1)	Possible increased levels of the hydantoin, decrease of benzodiazepine	#E99999	28.5469597487868	0.00135826101915227
Esmolol	Lidocaine	0.963	-1.232	Moderate	73 (39/34)	The beta-blocker increases the effect and toxicity of lidocaine	#B1CFE5	416.785612332287	5.12460008104075e-29
Esmolol	Prazosin	0.5	Inf	Moderate	1 (1/0)	Risk of hypotension at the beginning of therapy	#B32020	5.70939194975735	1
Esmolol	Clonidine	0.5	Inf	Major	1 (1/0)	Increased hypertension when clonidine stopped	#B32020	5.70939194975735	1
Esmolol	Epinephrine	0.927	-1.041	Moderate	33 (19/14)	Hypertension, then bradycardia	#B4D1E6	188.409934341993	1.55246624629428e-08
Esmolol	Salbutamol	0.625	1.18	Moderate	8 (5/3)	Antagonism	#F7B9B9	45.6751355980588	1
Esmolol	Ibuprofen	0.26	Inf	Moderate	3 (3/0)	Risk of inhibition of renal prostaglandins	#B32020	17.1281758492721	1
Esmolol	Insulin detemir	0.5	Inf	Moderate	1 (1/0)	The beta-blocker decreases the symptoms of hypoglycemia	#B32020	5.70939194975735	1
Phentermine	Venlafaxine	0.41	Inf	Major	3 (3/0)	Risk of serotoninergic syndrome	#B32020	17.1281758492721	1
Phentermine	Fluoxetine	1	1.416	Major	3 (2/1)	Risk of serotoninergic syndrome	#F5B4B4	17.1281758492721	1
Phentermine	Promethazine	0.771	Inf	Moderate	3 (3/0)	Decreased anorexic effect, may increase psychotic symptoms	#B32020	17.1281758492721	1
Tramadol	Citalopram	0.414	Inf	Major	7 (7/0)	Increased risk of serotonin syndrome	#B32020	39.9657436483015	1
Tramadol	Fluoxetine	0.445	4.954	Major	8 (7/1)	Increased risk of serotonin syndrome	#D77070	45.6751355980588	1
Tramadol	Paroxetine	0.343	-1.413	Major	4 (2/2)	Risk of serotoninergic syndrome	#ACCCE3	22.8375677990294	1
Tramadol	Escitalopram	0.662	2.359	Major	13 (10/3)	Increased risk of serotonin syndrome	#EDA3A3	74.2220953468456	1
Fluconazole	Amitriptyline	0.848	Inf	Moderate	13 (13/0)	The imidazole increases the effect and toxicity of the tricyclic	#B32020	74.2220953468456	1
Fluconazole	Alprazolam	0.433	Inf	Major	9 (9/0)	Increases the effect of the benzodiazepine	#B32020	51.3845275478162	1
Fluconazole	Chlordiazepoxide	0.677	-2.826	None	3 (1/2)	Increases the effect of the benzodiazepine	#93B8D7	17.1281758492721	1
Fluconazole	Celecoxib	0.505	Inf	Moderate	2 (2/0)	Increases the effect of celecoxib	#B32020	11.4187838995147	1
Fluconazole	Haloperidol	0.867	4.247	Major	7 (6/1)	The imidazole increases the effect and toxicity of haloperidol	#DD7E7E	39.9657436483015	1
Fluconazole	Cyclophosphamide	0.355	2.123	None	4 (3/1)	Reduces metabolism and clearance of cyclophosphamide	#F0A7A7	22.8375677990294	1
Fluconazole	Nortriptyline	0.341	Inf	Moderate	3 (3/0)	The imidazole increases the effect and toxicity of the tricyclic	#B32020	17.1281758492721	1
Fluconazole	Simvastatin	0.753	Inf	Major	4 (4/0)	Increased risk of myopathy/rhabdomyolysis	#B32020	22.8375677990294	1
Fluconazole	Warfarin	1	-1.413	Major	2 (1/1)	Increases the anticoagulant effect	#ACCCE3	11.4187838995147	1
Fluconazole	Midazolam	0.886	1.769	Major	21 (15/6)	Increases the effect of the benzodiazepine	#F2AEAE	119.897230944904	1
Fluconazole	Fentanyl	0.741	3.337	Major	40 (33/7)	The imidazole increases levels/toxicity of fentanyl	#E59090	228.375677990294	1
Fluconazole	Diazepam	0.625	Inf	Moderate	4 (4/0)	Increases the effect of the benzodiazepine	#B32020	22.8375677990294	1
Fluconazole	Tacrolimus	0.605	3.539	Major	6 (5/1)	Increases the effect of the immunosuppressant	#E38D8D	34.2563516985441	1
Fluconazole	Clonazepam	0.379	1.593	None	13 (9/4)	Increases the effect of the benzodiazepine	#F4B1B1	74.2220953468456	1
Fluconazole	Atorvastatin	0.695	4.247	Major	35 (30/5)	Increased risk of myopathy/rhabdomyolysis	#DD7E7E	199.828718241507	1
Erythromycin	Aprepitant	0.747	Inf	Moderate	1 (1/0)	This CYP3A4 inhibitor increases effect and toxicity of aprepitant	#B32020	5.70939194975735	1
Erythromycin	Midazolam	0.7	-1.413	Moderate	2 (1/1)	The macrolide increases the efect of the benzodiazepine	#ACCCE3	11.4187838995147	1
Erythromycin	Methylprednisolone	1	Inf	Moderate	1 (1/0)	The macrolide increases the effect of corticosteroid	#B32020	5.70939194975735	1
Caffeine	Ciprofloxacin	0.25	Inf	Moderate	1 (1/0)	The quinolone increases the effect and toxicity of caffeine	#B32020	5.70939194975735	1
Caffeine	Lithium cation	0.032	Inf	Moderate	1 (1/0)	Caffeine decreases serum levels of lithium	#B32020	5.70939194975735	1
Succinylcholine	Piperacillin	0.524	-1.662	Moderate	37 (17/20)	The agent increases the effect of the muscle relaxant	#A8C8E1	211.247502141022	0.00878230172889
Succinylcholine	Tobramycin	1	-2.119	Major	5 (2/3)	The agent increases the effect of the muscle relaxant	#A0C3DD	28.5469597487868	1
Succinylcholine	Gentamicin	0.667	1.416	Major	6 (4/2)	The agent increases the effect of muscle relaxant	#F5B4B4	34.2563516985441	1
Succinylcholine	Clindamycin	0.796	1.887	Moderate	55 (40/15)	The agent increases the effect of muscle relaxant	#F2ACAC	314.016557236654	0.0027223678578942
Succinylcholine	Metoclopramide	0.915	1.633	Moderate	129 (90/39)	The agent increases the effect of succinylcholine	#F4B1B1	736.511561518698	7.40505474648549e-46
Azithromycin	Warfarin	0.459	-1.06	Moderate	7 (4/3)	Increases the anticoagulant effect	#B4D1E6	39.9657436483015	1
Trospium	Amitriptyline	1	Inf	Moderate	1 (1/0)	Trospium and Amitriptyline, two anticholinergics, may cause additive anticholinergic effects and enhanced adverse/toxic effects. Monitor for enhanced anticholinergic effects.	#B32020	5.70939194975735	1
Trospium	Oxybutynin	1	Inf	Moderate	1 (1/0)	Trospium and Oxybutynin, two anticholinergics, may cause additive anticholinergic effects and enhanced adverse/toxic effects. Monitor for enhanced anticholinergic effects.	#B32020	5.70939194975735	1
Trospium	Promethazine	1	Inf	Moderate	1 (1/0)	Trospium and Promethazine, two anticholinergics, may cause additive anticholinergic effects and enhanced adverse/toxic effects. Monitor for enhanced anticholinergic effects.	#B32020	5.70939194975735	1
Midodrine	Norepinephrine	1	-4.239	Moderate	4 (1/3)	Increased arterial pressure	#79A5CC	22.8375677990294	0.00739914278932373
Midodrine	Phenylephrine	0.596	-2.261	Moderate	13 (5/8)	Increased arterial pressure	#9DC0DC	74.2220953468456	2.85797355852522e-05
Midodrine	Prednisone	0.803	-1.695	None	11 (5/6)	Increased arterial pressure	#A8C8E1	62.8033114473309	1
Midodrine	Epinephrine	0.75	-1.413	Moderate	12 (6/6)	Increased arterial pressure	#ACCCE3	68.5127033970882	1
Midodrine	Fludrocortisone	1	-2.355	Moderate	8 (3/5)	Increased arterial pressure	#9CBFDB	45.6751355980588	7.39665200014903e-12
Midodrine	Hydrocortisone	0.917	-1.413	None	6 (3/3)	Increased arterial pressure	#ACCCE3	34.2563516985441	1
Midodrine	Dobutamine	1	1.416	None	3 (2/1)	Increased arterial pressure	#F5B4B4	17.1281758492721	1
Midodrine	Pseudoephedrine	1	Inf	Moderate	1 (1/0)	Increased arterial pressure	#B32020	5.70939194975735	1
Midodrine	Methylprednisolone	0.775	-1.413	None	10 (5/5)	Increased arterial pressure	#ACCCE3	57.0939194975735	0.277151504843
Midodrine	Dopamine	0.912	-2.826	Moderate	3 (1/2)	Increased arterial pressure	#93B8D7	17.1281758492721	0.00514663958585133
Midodrine	Salbutamol	0.95	-1.413	Moderate	10 (5/5)	Increased arterial pressure	#ACCCE3	57.0939194975735	1
Torasemide	Gentamicin	1	Inf	Major	1 (1/0)	Increased ototoxicity	#B32020	5.70939194975735	1
Citalopram	Metoprolol	0.768	1.769	Moderate	14 (10/4)	The SSRI increases the effect of the beta-blocker	#F2AEAE	79.9314872966029	1
Citalopram	Oxycodone	0.604	1.84	Moderate	18 (13/5)	Increased risk of serotonin syndrome	#F2ACAC	102.769055095632	1
Citalopram	Propranolol	1	2.477	Moderate	9 (7/2)	This SSRI increases the effect of the beta-blocker	#EC9F9F	51.3845275478162	1
Citalopram	Sumatriptan	0.609	Inf	Major	5 (5/0)	Increased risk of CNS adverse effects	#B32020	28.5469597487868	1
Citalopram	Warfarin	1	Inf	Moderate	1 (1/0)	The SSRI increases the effect of anticoagulant	#B32020	5.70939194975735	1
Citalopram	Carvedilol	0.721	1.651	Moderate	10 (7/3)	The SSRI increases the effect of the beta-blocker	#F4B1B1	57.0939194975735	1
Eletriptan	Venlafaxine	0.505	Inf	Major	2 (2/0)	Increased risk of CNS adverse effects	#B32020	11.4187838995147	1
Eletriptan	Sertraline	1	-1.413	Major	2 (1/1)	Increased risk of CNS adverse effects	#ACCCE3	11.4187838995147	1
Eletriptan	Escitalopram	1	Inf	Major	1 (1/0)	Increased risk of CNS adverse effects	#B32020	5.70939194975735	1
Moxifloxacin	Warfarin	1	Inf	Major	1 (1/0)	Moxifloxacin increases the anticoagulant effect	#B32020	5.70939194975735	1
Moxifloxacin	Calcium	1	Inf	Moderate	1 (1/0)	Formation of non-absorbable complexes	#B32020	5.70939194975735	1
Moxifloxacin	Magnesium oxide	0.609	2.831	Moderate	5 (4/1)	Formation of non-absorbable complexes	#E99999	28.5469597487868	0.893647661924838
Glimepiride	Pregabalin	0.518	1.416	None	6 (4/2)	Increased risk of edema	#F5B4B4	34.2563516985441	1
Lovastatin	Niacin	1	Inf	Major	1 (1/0)	Risk of severe myopathy/rhabdomyolysis with this combination	#B32020	5.70939194975735	1
Pregabalin	Pioglitazone	0.516	-1.413	Moderate	2 (1/1)	Increased risk of edema	#ACCCE3	11.4187838995147	1
Butalbital	Doxycycline	0.818	Inf	Moderate	5 (5/0)	The anticonvulsant decreases the effect of doxycycline	#B32020	28.5469597487868	1
Butalbital	Metoprolol	0.585	1.18	Moderate	8 (5/3)	The barbiturate decreases the effect of metabolized beta-blocker	#F7B9B9	45.6751355980588	1
Butalbital	Propranolol	0.483	1.062	Moderate	5 (3/2)	The barbiturate decreases the effect of metabolized beta-blocker	#F9BCBC	28.5469597487868	1
Butalbital	Medroxyprogesterone acetate	1	Inf	Moderate	1 (1/0)	The enzyme inducer decreases the effect of hormones	#B32020	5.70939194975735	1
Butalbital	Prednisone	0.664	6.37	Moderate	10 (9/1)	The barbiturate decreases the effect of the corticosteroid	#CB5555	57.0939194975735	1
Butalbital	Norethisterone	1	Inf	Moderate	1 (1/0)	This product may cause a slight decrease of contraceptive effect	#B32020	5.70939194975735	1
Butalbital	Estradiol	0.722	Inf	Moderate	3 (3/0)	The enzyme inducer decreases the effect of hormones	#B32020	17.1281758492721	1
Butalbital	Ethinylestradiol	0.533	Inf	Moderate	2 (2/0)	This product may cause a slight decrease of contraceptive effect	#B32020	11.4187838995147	1
Butalbital	Dexamethasone	0.69	3.539	Moderate	6 (5/1)	The barbiturate decreases the effect of the corticosteroid	#E38D8D	34.2563516985441	1
Ranolazine	Verapamil	1	Inf	Major	1 (1/0)	Increased levels of ranolazine - risk of toxicity	#B32020	5.70939194975735	1
Mesalazine	Azathioprine	1	Inf	Moderate	3 (3/0)	The 5-ASA derivative increases the toxicity of thiopurine	#B32020	17.1281758492721	0.00497317706624911
Benzatropine	Haloperidol	0.868	-1.177	Moderate	11 (6/5)	The anticholinergic increases the risk of psychosis and tardive dyskinesia	#B1CFE5	62.8033114473309	1.29206839707406e-07
Ziprasidone	Carbamazepine	1	-1.413	Minor	2 (1/1)	Increases the effect and toxicity of ziprasidone	#ACCCE3	11.4187838995147	1
Phenytoin	Doxycycline	0.118	Inf	Moderate	1 (1/0)	The anticonvulsant decreases the effect of doxycycline	#B32020	5.70939194975735	1
Phenytoin	Trimethoprim	0.812	Inf	Moderate	2 (2/0)	Trimethoprim increases the effect of hydantoin	#B32020	11.4187838995147	1
Phenytoin	Fluoxetine	0.952	Inf	Moderate	1 (1/0)	Fluoxetine increases the effect of phenytoin	#B32020	5.70939194975735	1
Phenytoin	Chlordiazepoxide	1	Inf	Moderate	2 (2/0)	Possible increased levels of the hydantoin, decrease of benzodiazepine	#B32020	11.4187838995147	1
Phenytoin	Midazolam	1	Inf	Moderate	1 (1/0)	Possible increased levels of the hydantoin, decrease of benzodiazepine	#B32020	5.70939194975735	1
Phenytoin	Furosemide	1	Inf	Minor	1 (1/0)	The hydantoin decreases the effect of furosemide	#B32020	5.70939194975735	1
Phenytoin	Hydrocortisone	1	Inf	Moderate	1 (1/0)	The enzyme inducer decreases the effect of the corticosteroid	#B32020	5.70939194975735	1
Phenytoin	Gabapentin	0.968	1.416	Moderate	3 (2/1)	Gabapentin increases the effect of hydantoin	#F5B4B4	17.1281758492721	1
Phenytoin	Sertraline	1	-1.413	Moderate	2 (1/1)	Sertraline increases the effect of hydantoin	#ACCCE3	11.4187838995147	1
Phenytoin	Levodopa	1	Inf	Moderate	1 (1/0)	The hydantoin decreases the effect of levodopa	#B32020	5.70939194975735	1
Doxycycline	Piperacillin	0.723	-1.837	Moderate	23 (10/13)	Possible antagonism of action	#A5C6DF	131.316014844419	1
Doxycycline	Aztreonam	1	Inf	None	1 (1/0)	Possible antagonism of action	#B32020	5.70939194975735	1
Doxycycline	Digoxin	0.333	Inf	Moderate	1 (1/0)	The tetracycline increases the effect of digoxin in 10% of patients	#B32020	5.70939194975735	1
Doxycycline	Ampicillin	0.631	2.359	Moderate	13 (10/3)	Possible antagonism of action	#EDA3A3	74.2220953468456	1
Doxycycline	Methotrexate	0.399	Inf	Moderate	4 (4/0)	The tetracycline increases methotrexate toxicity	#B32020	22.8375677990294	1
Doxycycline	Carbamazepine	0.121	Inf	Moderate	1 (1/0)	The anticonvulsant decreases the effect of doxycycline	#B32020	5.70939194975735	1
Doxycycline	Warfarin	0.697	-2.826	Moderate	3 (1/2)	The tetracycline increases the anticoagulant effect	#93B8D7	17.1281758492721	1
Doxycycline	Clavulanic acid	0.435	-1.837	None	23 (10/13)	Possible antagonism of action	#A5C6DF	131.316014844419	1
Doxycycline	Primidone	0.088	Inf	Moderate	1 (1/0)	The anticonvulsant decreases the effect of doxycycline	#B32020	5.70939194975735	1
Doxycycline	Ethinylestradiol	0.093	Inf	Moderate	3 (3/0)	This anti-infectious agent could decrease the effect  of the oral contraceptive	#B32020	17.1281758492721	1
Doxycycline	Rifampicin	0.278	Inf	Moderate	1 (1/0)	The rifamycin decreases the effect of doxycycline	#B32020	5.70939194975735	1
Doxycycline	Amoxicillin	0.388	-1.848	Moderate	30 (13/17)	Possible antagonism of action	#A5C6DF	171.281758492721	1
Doxycycline	Insulin aspart	0.217	2.831	Moderate	5 (4/1)	Tetracycline increases the risk of hypoglycemia	#E99999	28.5469597487868	1
Doxycycline	Insulin detemir	0.043	Inf	Moderate	1 (1/0)	Tetracycline increases the risk of hypoglycemia	#B32020	5.70939194975735	1
Doxycycline	Insulin glulisine	0.079	-1.413	Moderate	2 (1/1)	Tetracycline increases the risk of hypoglycemia	#ACCCE3	11.4187838995147	1
Doxycycline	Calcium	0.554	2.123	Moderate	4 (3/1)	Formation of non-absorbable complexes	#F0A7A7	22.8375677990294	1
Doxycycline	Magnesium oxide	0.341	2.123	Moderate	4 (3/1)	Formation of non-absorbable complexes	#F0A7A7	22.8375677990294	1
Doxycycline	Bismuth subsalicylate	1	-1.413	Moderate	2 (1/1)	Formation of non-absorbable complexes	#ACCCE3	11.4187838995147	1
