drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Tramadol	Fluoxetine	0.243	2.867	Major	7 (6/1)	Increased risk of serotonin syndrome	#E08585	309.597523219814	1
Tramadol	Carbamazepine	0.066	Inf	Moderate	1 (1/0)	Reduces the efficacy of tramadol	#B32020	44.2282176028306	1
Fluconazole	Imipramine	0.286	Inf	Moderate	2 (2/0)	The imidazole increases the effect and toxicity of the tricyclic	#B32020	88.4564352056612	1
Fluconazole	Simvastatin	0.318	3.026	Major	22 (19/3)	Increased risk of myopathy/rhabdomyolysis	#DE8080	973.020787262273	1
Fluconazole	Diazepam	0.257	Inf	Moderate	4 (4/0)	Increases the effect of the benzodiazepine	#B32020	176.912870411322	1
Fluconazole	Clonazepam	0.348	4.778	None	11 (10/1)	Increases the effect of the benzodiazepine	#C64A4A	486.510393631137	1
Phenytoin	Conjugated estrogens	0.475	Inf	Moderate	1 (1/0)	The enzyme inducer decreases the effect of the hormones	#B32020	44.2282176028306	1
Phenytoin	Omeprazole	0.335	-8.372	Moderate	5 (1/4)	Omeprazole increases the effect of hydantoin	#1E61A5	221.141088014153	1
Phenytoin	Fluoxetine	0.563	-4.186	Moderate	3 (1/2)	Fluoxetine increases the effect of phenytoin	#578CBE	132.684652808492	1
Phenytoin	Warfarin	0.296	-2.093	Moderate	4 (2/2)	Increased hydantoin levels and risk of bleeding	#96BBD9	176.912870411322	0.512472545496333
Valproic acid	Acetylsalicylic acid	0.326	-4.186	Moderate	3 (1/2)	The salicylate increases the effect of valproic acid	#578CBE	132.684652808492	1
Acetaminophen	Warfarin	0.504	-1.884	Minor	19 (10/9)	Acetaminophen increases the anticoagulant effect	#9CBFDB	840.336134453781	1
Amitriptyline	Fluoxetine	0.675	1.433	Major	12 (9/3)	Fluoxetine increases the effect and toxicity of tricyclics	#F3AFAF	530.738611233967	1
Amitriptyline	Carbamazepine	0.478	-2.093	Moderate	4 (2/2)	The tricyclics increases the effect of carbamazepine	#96BBD9	176.912870411322	1
Amitriptyline	Salbutamol	0.361	Inf	Moderate	2 (2/0)	The tricyclic increases the sympathomimetic effect	#B32020	88.4564352056612	1
Amitriptyline	Fenoterol	0.392	-2.093	None	2 (1/1)	The tricyclic increases the sympathomimetic effect	#96BBD9	88.4564352056612	1
Atenolol	Diltiazem	0.404	Inf	Major	1 (1/0)	Increased risk of bradycardia	#B32020	44.2282176028306	1
Atenolol	Salbutamol	0.361	-1.047	Moderate	12 (8/4)	Antagonism	#B4D1E6	530.738611233967	1
Atenolol	Glyburide	0.607	1.624	Moderate	22 (17/5)	The beta-blocker decreases the symptoms of hypoglycemia	#F1ABAB	973.020787262273	1
Atenolol	Ibuprofen	0.478	2.58	Moderate	64 (54/10)	Risk of inhibition of renal prostaglandins	#E38D8D	2830.60592658116	1
Atenolol	Gliclazide	0.657	-1.047	None	9 (6/3)	The beta-blocker decreases the symptoms of hypoglycemia	#B4D1E6	398.053958425475	1
Atenolol	Fenoterol	0.2	Inf	None	7 (7/0)	Antagonism	#B32020	309.597523219814	1
Omeprazole	Diazepam	0.297	1.168	Moderate	31 (22/9)	Omeprazole increases the effect of benzodiazepine	#F7B7B7	1371.07474568775	1
Omeprazole	Clonazepam	0.323	1.614	Moderate	197 (152/45)	Omeprazole increases the effect of benzodiazepine	#F1ABAB	8712.95886775763	1
Diltiazem	Amlodipine	0.428	2.389	Moderate	6 (5/1)	Increases the effect and toxicity of amlodipine	#E69393	265.369305616984	1
Diltiazem	Simvastatin	0.556	1.129	Major	37 (26/11)	Increases the effect and toxicity of simvastatin	#F7B9B9	1636.44405130473	0.822070475811618
Digoxin	Spironolactone	0.596	-1.432	Minor	32 (19/13)	Increased digoxin levels and decreased effect in presence of spironolactone	#A8C8E1	1415.30296329058	3.36826471893436e-12
Digoxin	Levothyroxine	0.491	-1.127	Moderate	20 (13/7)	The thyroid hormones decreases the effect of digoxin	#B1CFE5	884.564352056612	1
Digoxin	Furosemide	0.56	-1.205	Moderate	52 (33/19)	Possible electrolyte variations and arrhythmias	#AFCEE4	2299.86731534719	5.03868200684154e-22
Digoxin	Diazepam	0.299	Inf	Moderate	3 (3/0)	The benzodiazepine increases the effect of digoxin	#B32020	132.684652808492	1
Digoxin	Hydrochlorothiazide	0.599	-2.093	Moderate	16 (8/8)	Possible electrolyte variations and arrhythmias	#96BBD9	707.65148164529	1
Digoxin	Amiodarone	0.686	-6.279	Major	4 (1/3)	Amiodarone increases the effect of digoxin	#1E61A5	176.912870411322	1
Digoxin	Carvedilol	0.571	-2.355	Moderate	17 (8/9)	Carvedilol increases levels/effect of digoxin	#8EB5D5	751.87969924812	3.71424327771373e-05
Spironolactone	Enalapril	0.592	-1.432	Major	64 (38/26)	Increased risk of hyperkaliemia	#A8C8E1	2830.60592658116	0.561442981522619
Spironolactone	Losartan	0.654	1.168	Major	62 (44/18)	Increased risk of hyperkaliemia	#F7B7B7	2742.1494913755	0.0028035574549661
Spironolactone	Captopril	0.636	-2.093	Major	4 (2/2)	Increased risk of hyperkaliemia	#96BBD9	176.912870411322	1
Allopurinol	Warfarin	0.495	-8.372	Moderate	5 (1/4)	Allopurinol increases the anticoagulant effect	#1E61A5	221.141088014153	1
Levothyroxine	Warfarin	0.495	-1.127	Moderate	20 (13/7)	Thyroid hormones increase the anticoagulant effect	#B1CFE5	884.564352056612	1
Levothyroxine	Iron	0.543	2.007	Moderate	26 (21/5)	Iron decreases absorption of levothyroxine	#EB9E9E	1149.9336576736	1
Imipramine	Fluoxetine	0.612	-2.093	Major	2 (1/1)	Fluoxetine increases the effect and toxicity of tricyclics	#96BBD9	88.4564352056612	1
Fluoxetine	Nortriptyline	0.934	Inf	Major	1 (1/0)	Fluoxetine increases the effect and toxicity of tricyclics	#B32020	44.2282176028306	1
Fluoxetine	Propranolol	0.381	Inf	Moderate	5 (5/0)	The SSRI increases the effect of the beta-blocker	#B32020	221.141088014153	1
Fluoxetine	Warfarin	0.238	1.911	Moderate	5 (4/1)	The SSRI increases the effect of anticoagulant	#EDA1A1	221.141088014153	1
Fluoxetine	Carvedilol	0.356	-1.57	Moderate	7 (4/3)	The SSRI increases the effect of the beta-blocker	#A5C6DF	309.597523219814	1
Fluoxetine	Lithium cation	0.934	Inf	Major	1 (1/0)	The SSRI increases serum levels of lithium	#B32020	44.2282176028306	1
Ciprofloxacin	Warfarin	0.243	-4.186	Major	3 (1/2)	The quinolone increases the anticoagulant effect	#578CBE	132.684652808492	1
Ciprofloxacin	Aminophylline	0.492	-1.047	Major	3 (2/1)	The quinolone increases the effect of theophylline	#B4D1E6	132.684652808492	1
Ciprofloxacin	Iron	0.231	Inf	Moderate	7 (7/0)	Formation of non-absorbable complexes	#B32020	309.597523219814	1
Carbamazepine	Simvastatin	0.315	-2.616	Moderate	18 (8/10)	Decreases the effect of the statin	#85AED1	796.107916850951	1
Propranolol	Salbutamol	0.756	-2.093	Major	2 (1/1)	Antagonism	#96BBD9	88.4564352056612	1
Propranolol	Glyburide	0.544	Inf	Moderate	5 (5/0)	The beta-blocker decreases the symptoms of hypoglycemia	#B32020	221.141088014153	1
Propranolol	Ibuprofen	0.417	2.628	Moderate	13 (11/2)	Risk of inhibition of renal prostaglandins	#E38B8B	574.966828836798	1
Propranolol	Gliclazide	0.416	-2.093	None	2 (1/1)	The beta-blocker decreases the symptoms of hypoglycemia	#96BBD9	88.4564352056612	1
Propranolol	Phenobarbital	0.365	Inf	Moderate	3 (3/0)	The barbiturate decreases the effect of metabolized beta-blocker	#B32020	132.684652808492	1
Propranolol	Fenoterol	0.219	-2.093	None	2 (1/1)	Antagonism	#96BBD9	88.4564352056612	1
Diclofenac	Alendronic acid	0.099	Inf	Moderate	2 (2/0)	Increased risk of gastric toxicity	#B32020	88.4564352056612	1
Diclofenac	Warfarin	0.038	-2.093	Major	2 (1/1)	The NSAID increases the anticoagulant effect	#96BBD9	88.4564352056612	1
Alendronic acid	Ibuprofen	0.492	6.211	Moderate	28 (26/2)	Increased risk of gastric toxicity	#B32020	1238.39009287926	1
Prednisone	Warfarin	0.23	-2.093	Moderate	6 (3/3)	The corticosteroid alters the anticoagulant effect	#96BBD9	265.369305616984	1
Prednisone	Acetylsalicylic acid	0.26	-1.047	Moderate	39 (26/13)	The corticosteroid decreases the effect of salicylates	#B4D1E6	1724.90048651039	1
Prednisone	Phenobarbital	0.098	Inf	Moderate	1 (1/0)	The barbiturate decreases the effect of the corticosteroid	#B32020	44.2282176028306	1
Simvastatin	Amiodarone	0.548	-1.395	Major	60 (36/24)	Increased risk of rhabdomyolysis	#A9C9E1	2653.69305616984	1
