drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Mesalazine	Azathioprine	0.432	-1.053	Moderate	55 (26/29)	The metabolism of Azathioprine can be decreased when combined with Mesalazine.	#B4D1E6	10.7819670620708	1.59230843950002e-128
Digoxin	Carvedilol	0.425	1.589	Moderate	5 (3/2)	Digoxin may increase the bradycardic activities of Carvedilol.	#F3AFAF	0.980178823824619	1.98094703487264e-13
Carbamazepine	Levetiracetam	0.366	1.247	Moderate	135 (73/62)	The risk or severity of adverse effects can be increased when Carbamazepine is combined with Levetiracetam.	#F7B7B7	26.4648282432647	1.01481209968346e-205
Spironolactone	Captopril	0.528	-1.154	Major	20 (9/11)	The risk or severity of adverse effects can be increased when Spironolactone is combined with Captopril.	#B1CFE5	3.92071529529847	3.24300545003947e-50
Pioglitazone	Gemfibrozil	0.143	Inf	Major	1 (1/0)	The metabolism of Pioglitazone can be decreased when combined with Gemfibrozil.	#B32020	0.196035764764924	0.15415236821414
Valproic acid	Carbamazepine	0.333	-1.127	Moderate	147 (67/80)	The serum concentration of the active metabolites of Carbamazepine can be increased when Carbamazepine is used in combination with Valproic Acid.	#B2D0E5	28.8172574204438	4.23044212170078e-165
Digoxin	Spironolactone	0.278	-1.416	Minor	5 (2/3)	The serum concentration of Digoxin can be increased when it is combined with Spironolactone.	#ABCBE2	0.980178823824619	3.13029489830563e-12
Haloperidol	Biperiden	0.523	-3.147	Moderate	13 (3/10)		#83ADD1	2.54846494194401	2.7861823898764e-28
Methotrexate	Hydroxychloroquine	0.404	1.907	Minor	14 (9/5)		#F0A7A7	2.74450070670893	2.19314422835562e-27
Spironolactone	Enalapril	0.407	1.177	Major	19 (10/9)	The risk or severity of adverse effects can be increased when Spironolactone is combined with Enalapril.	#F7B9B9	3.72467953053355	4.07964972631642e-33
Fluoxetine	Risperidone	0.365	-2.12	Moderate	211 (65/146)	The metabolism of Risperidone can be decreased when combined with Fluoxetine.	#9ABEDB	41.3635463653989	5.56154534738813e-165
