drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Folic acid	Phenobarbital	0.315	Inf	Moderate	1 (1/0)	Folic acid decreases the effect of anticonvulsant	#B32020	10.1030511214387	1
Tramadol	Fluoxetine	0.203	3.659	Major	13 (11/2)	Increased risk of serotonin syndrome	#E18888	131.339664578703	1
Tramadol	Carbamazepine	0.257	-6.013	Moderate	5 (1/4)	Reduces the efficacy of tramadol	#568BBD	50.5152556071934	1
Fluconazole	Amitriptyline	0.309	3.326	Moderate	12 (10/2)	The imidazole increases the effect and toxicity of the tricyclic	#E48E8E	121.236613457264	1
Fluconazole	Imipramine	0.222	Inf	Moderate	3 (3/0)	The imidazole increases the effect and toxicity of the tricyclic	#B32020	30.309153364316	1
Fluconazole	Haloperidol	0.104	-1.503	Major	4 (2/2)	The imidazole increases the effect and toxicity of haloperidol	#ABCBE2	40.4122044857547	1
Fluconazole	Nortriptyline	0.234	-1.503	Moderate	2 (1/1)	The imidazole increases the effect and toxicity of the tricyclic	#ABCBE2	20.2061022428773	1
Fluconazole	Simvastatin	0.296	2.661	Major	10 (8/2)	Increased risk of myopathy/rhabdomyolysis	#EB9C9C	101.030511214387	1
Fluconazole	Diazepam	0.184	1.33	Moderate	3 (2/1)	Increases the effect of the benzodiazepine	#F6B6B6	30.309153364316	1
Fluconazole	Clonazepam	0.314	1.053	None	31 (19/12)	Increases the effect of the benzodiazepine	#F9BCBC	313.194584764599	1
Erythromycin	Simvastatin	0.268	Inf	Major	1 (1/0)	The macrolide possibly increases the statin toxicity	#B32020	10.1030511214387	1
Phenytoin	Valproic acid	0.603	-1.503	Moderate	2 (1/1)	Valproate increases the effect of hydantoin	#ABCBE2	20.2061022428773	1
Phenytoin	Omeprazole	0.314	-3.758	Moderate	7 (2/5)	Omeprazole increases the effect of hydantoin	#80ABCF	70.7213578500707	1
Phenytoin	Levonorgestrel	0.488	Inf	Major	1 (1/0)	Phenytoin decreases the contraceptive effect	#B32020	10.1030511214387	1
Phenytoin	Ethinylestradiol	0.488	Inf	Major	1 (1/0)	This product may cause a slight decrease of contraceptive effect	#B32020	10.1030511214387	1
Doxycycline	Carbamazepine	0.18	Inf	Moderate	1 (1/0)	The anticonvulsant decreases the effect of doxycycline	#B32020	10.1030511214387	1
Doxycycline	Clavulanic acid	0.462	Inf	None	1 (1/0)	Possible antagonism of action	#B32020	10.1030511214387	1
Doxycycline	Ethinylestradiol	0.29	Inf	Moderate	3 (3/0)	This anti-infectious agent could decrease the effect  of the oral contraceptive	#B32020	30.309153364316	1
