drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Alteplase	Nitroglycerin	1	Inf	Moderate	1 (1/0)	IV nitroglycerin decreases the effect	#B32020	4.92659375307912	1
Insulin lispro	Esmolol	0.545	-1.805	Moderate	24 (10/14)		#A0C3DD	118.238250073899	0.027767178797322
Insulin lispro	Doxycycline	0.672	-1.015	Moderate	84 (47/37)		#B4D1E6	413.833875258646	1
Insulin lispro	Atenolol	0.892	-2.026	Moderate	18 (7/11)		#9ABEDB	88.6786875554242	1
Insulin lispro	Acetylsalicylic acid	0.913	-1.613	Moderate	538 (239/299)		#A5C6DF	2650.50743915657	3.03138340787998e-101
Insulin lispro	Carvedilol	0.92	-1.802	Moderate	187 (78/109)		#A0C3DD	921.273031825796	1.85956073899853e-54
Insulin glargine	Esmolol	0.54	-2.063	Moderate	13 (5/8)		#9ABEDB	64.0457187900286	1
Insulin glargine	Doxycycline	0.632	1.113	Moderate	56 (33/23)		#F8BABA	275.889250172431	1
Insulin glargine	Metoprolol	0.837	-1.289	Moderate	210 (105/105)		#AECDE3	1034.58468814662	1.49276957938954e-15
Insulin glargine	Atenolol	0.68	-1.474	Moderate	15 (7/8)		#A9C9E1	73.8989062961868	1
Insulin glargine	Timolol	1	Inf	Moderate	1 (1/0)		#B32020	4.92659375307912	1
Insulin glargine	Sotalol	1	Inf	Moderate	2 (2/0)		#B32020	9.85318750615824	1
Insulin glargine	Propranolol	0.912	2.585	Moderate	13 (10/3)		#E69393	64.0457187900286	1
Insulin glargine	Labetalol	0.835	1.099	Moderate	29 (17/12)		#F8BABA	142.871218839294	0.208217578404442
Insulin glargine	Tetracycline	1	Inf	Moderate	1 (1/0)		#B32020	4.92659375307912	1
Insulin glargine	Acetylsalicylic acid	0.823	-1.411	Moderate	354 (169/185)		#ABCBE2	1744.01418859001	2.64286302696756e-36
Insulin glargine	Minocycline	0.53	-1.289	Moderate	2 (1/1)		#AECDE3	9.85318750615824	1
Insulin glargine	Carvedilol	0.816	-1.735	Moderate	129 (55/74)		#A2C4DE	635.530594147207	1.04525956860331e-27
Insulin glargine	Nadolol	1	-1.289	Moderate	2 (1/1)		#AECDE3	9.85318750615824	1
Cyclosporine	Sulfamethoxazole	0.713	1.551	Major	3 (2/1)	The sulfonamide decreases the effect of cyclosporine	#F2AEAE	14.7797812592374	1
Cyclosporine	Nifedipine	1	Inf	Moderate	1 (1/0)	Increased risk of gingivitis	#B32020	4.92659375307912	1
Folic acid	Butalbital	0.864	1.086	None	12 (7/5)	Folic acid decreases the effect of anticonvulsant	#F8BABA	59.1191250369495	1
Folic acid	Primidone	0.516	-1.289	Moderate	2 (1/1)	Folic acid decreases the effect of anticonvulsant	#AECDE3	9.85318750615824	1
Folic acid	Phenobarbital	1	-1.289	Moderate	2 (1/1)	Folic acid decreases the effect of anticonvulsant	#AECDE3	9.85318750615824	1
Pravastatin	Fenofibrate	0.743	-2.579	Major	9 (3/6)	Increased risk of myopathy/rhabdomyolysis	#8CB4D5	44.3393437777121	1
Pravastatin	Gemfibrozil	1	Inf	Major	1 (1/0)	Increased risk of myopathy/rhabdomyolysis	#B32020	4.92659375307912	1
Pravastatin	Colchicine	0.842	1.551	Major	6 (4/2)	Increased risk of rhabdomyolysis with this combination	#F2AEAE	29.5595625184747	1
