drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Folic acid	Phenytoin	0.293	Inf	Moderate	1 (1/0)	Folic acid decreases the levels of hydantoin	#B32020	20.0642054574639	1
Tramadol	Fluoxetine	0.3	2.949	Major	23 (19/4)	Increased risk of serotonin syndrome	#E08585	461.476725521669	1
Tramadol	Carbamazepine	0.175	2.483	Moderate	5 (4/1)	Reduces the efficacy of tramadol	#E69191	100.321027287319	1
Fluconazole	Amitriptyline	0.301	6.829	Moderate	12 (11/1)	The imidazole increases the effect and toxicity of the tricyclic	#B32020	240.770465489567	1
Fluconazole	Imipramine	0.345	Inf	Moderate	5 (5/0)	The imidazole increases the effect and toxicity of the tricyclic	#B32020	100.321027287319	1
Fluconazole	Haloperidol	0.174	Inf	Major	1 (1/0)	The imidazole increases the effect and toxicity of haloperidol	#B32020	20.0642054574639	1
Fluconazole	Nortriptyline	0.251	Inf	Moderate	1 (1/0)	The imidazole increases the effect and toxicity of the tricyclic	#B32020	20.0642054574639	1
Fluconazole	Carbamazepine	0.31	-1.611	Moderate	2 (1/1)	Increases the effect of carbamazepine	#A3C5DF	40.1284109149278	1
Fluconazole	Simvastatin	0.359	2.716	Major	86 (70/16)	Increased risk of myopathy/rhabdomyolysis	#E38B8B	1725.52166934189	1
Fluconazole	Warfarin	0.209	Inf	Major	1 (1/0)	Increases the anticoagulant effect	#B32020	20.0642054574639	1
Fluconazole	Diazepam	0.259	4.346	Moderate	8 (7/1)	Increases the effect of the benzodiazepine	#CD5C5C	160.513643659711	1
Fluconazole	Clonazepam	0.284	2.838	None	39 (32/7)	Increases the effect of the benzodiazepine	#E18888	782.504012841091	1
Erythromycin	Simvastatin	0.183	Inf	Major	1 (1/0)	The macrolide possibly increases the statin toxicity	#B32020	20.0642054574639	1
Azithromycin	Warfarin	0.046	-1.611	Moderate	2 (1/1)	Increases the anticoagulant effect	#A3C5DF	40.1284109149278	1
Phenytoin	Omeprazole	0.294	1.242	Moderate	18 (12/6)	Omeprazole increases the effect of hydantoin	#F6B6B6	361.15569823435	1
Phenytoin	Fluoxetine	0.58	Inf	Moderate	3 (3/0)	Fluoxetine increases the effect of phenytoin	#B32020	60.1926163723917	1
Phenytoin	Ciprofloxacin	0.137	Inf	Moderate	3 (3/0)	Ciprofloxacin decreases the hydantoin effect	#B32020	60.1926163723917	1
Phenytoin	Prednisone	0.06	-1.611	Moderate	2 (1/1)	The enzyme inducer decreases the effect of the corticosteroid	#A3C5DF	40.1284109149278	1
Phenytoin	Warfarin	0.366	Inf	Moderate	1 (1/0)	Increased hydantoin levels and risk of bleeding	#B32020	20.0642054574639	1
Phenytoin	Furosemide	0.177	Inf	Minor	3 (3/0)	The hydantoin decreases the effect of furosemide	#B32020	60.1926163723917	1
Phenytoin	Diazepam	0.434	1.242	Moderate	3 (2/1)	Possible increased levels of the hydantoin, decrease of benzodiazepine	#F6B6B6	60.1926163723917	1
Lidocaine	Atenolol	0.258	Inf	Moderate	2 (2/0)	The beta-blocker increases the effect and toxicity of lidocaine	#B32020	40.1284109149278	1
Valproic acid	Carbamazepine	0.839	Inf	Moderate	1 (1/0)	Carbamazepine decreases the effect of valproic acid	#B32020	20.0642054574639	1
Valproic acid	Acetylsalicylic acid	0.377	Inf	Moderate	3 (3/0)	The salicylate increases the effect of valproic acid	#B32020	60.1926163723917	1
Valproic acid	Phenobarbital	0.779	1.242	Moderate	3 (2/1)	Valproic acid increases the effect of barbiturate	#F6B6B6	60.1926163723917	0.0427180978091036
Acetaminophen	Warfarin	0.402	-1.318	Minor	40 (22/18)	Acetaminophen increases the anticoagulant effect	#ACCCE3	802.568218298555	1
Amitriptyline	Fluoxetine	0.549	1.552	Major	35 (25/10)	Fluoxetine increases the effect and toxicity of tricyclics	#F2ACAC	702.247191011236	1
Amitriptyline	Carbamazepine	0.6	-2.685	Moderate	8 (3/5)	The tricyclics increases the effect of carbamazepine	#86AFD2	160.513643659711	1
Amitriptyline	Salbutamol	0.323	-1.151	Moderate	12 (7/5)	The tricyclic increases the sympathomimetic effect	#B1CFE5	240.770465489567	1
Amitriptyline	Fenoterol	0.25	1.035	None	8 (5/3)	The tricyclic increases the sympathomimetic effect	#F9BCBC	160.513643659711	1
Atenolol	Diltiazem	0.575	3.104	Major	12 (10/2)	Increased risk of bradycardia	#DE8080	240.770465489567	1
Atenolol	Salbutamol	0.429	-1.611	Moderate	16 (8/8)	Antagonism	#A3C5DF	321.027287319422	1
Atenolol	Glyburide	0.598	1.264	Moderate	85 (57/28)	The beta-blocker decreases the symptoms of hypoglycemia	#F6B6B6	1705.45746388443	0.000170642005316381
Atenolol	Ibuprofen	0.384	1.345	Moderate	152 (104/48)	Risk of inhibition of renal prostaglandins	#F5B2B2	3049.75922953451	1
Atenolol	Gliclazide	0.569	-1.487	None	25 (13/12)	The beta-blocker decreases the symptoms of hypoglycemia	#A8C8E1	501.605136436597	1
Atenolol	Fenoterol	0.276	1.552	None	14 (10/4)	Antagonism	#F2ACAC	280.898876404494	1
Omeprazole	Diazepam	0.306	1.223	Moderate	98 (65/33)	Omeprazole increases the effect of benzodiazepine	#F6B6B6	1966.29213483146	1
Omeprazole	Clonazepam	0.312	1.935	Moderate	457 (346/111)	Omeprazole increases the effect of benzodiazepine	#EDA1A1	9169.341894061	0.000435121697253057
Diltiazem	Amlodipine	0.497	-1.007	Moderate	13 (8/5)	Increases the effect and toxicity of amlodipine	#B4D1E6	260.83467094703	1
