drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Tramadol	Fluoxetine	0.292	1.913	Major	35 (26/9)	Increased risk of serotonin syndrome	#EC9F9F	504.759157773291	1
Tramadol	Carbamazepine	0.261	-1.007	Moderate	10 (6/4)	Reduces the efficacy of tramadol	#B4D1E6	144.21690222094	1
Fluconazole	Amitriptyline	0.292	1.214	Moderate	17 (11/6)	The imidazole increases the effect and toxicity of the tricyclic	#F6B6B6	245.168733775598	1
Fluconazole	Imipramine	0.161	3.972	Moderate	7 (6/1)	The imidazole increases the effect and toxicity of the tricyclic	#D06060	100.951831554658	1
Fluconazole	Nortriptyline	0.151	Inf	Moderate	2 (2/0)	The imidazole increases the effect and toxicity of the tricyclic	#B32020	28.8433804441881	1
Fluconazole	Carbamazepine	0.221	-1.007	Moderate	5 (3/2)	Increases the effect of carbamazepine	#B4D1E6	72.1084511104701	1
Fluconazole	Simvastatin	0.338	2.178	Major	133 (102/31)	Increased risk of myopathy/rhabdomyolysis	#E89898	1918.08479953851	1
Fluconazole	Warfarin	0.267	1.324	Major	3 (2/1)	Increases the anticoagulant effect	#F5B2B2	43.2650706662821	1
Fluconazole	Diazepam	0.287	-1.133	Moderate	7 (4/3)	Increases the effect of the benzodiazepine	#B1CFE5	100.951831554658	1
Fluconazole	Clonazepam	0.242	2.979	None	55 (45/10)	Increases the effect of the benzodiazepine	#DD7E7E	793.192962215172	1
Erythromycin	Simvastatin	0.258	Inf	Major	1 (1/0)	The macrolide possibly increases the statin toxicity	#B32020	14.421690222094	1
Erythromycin	Aminophylline	0.114	Inf	Moderate	1 (1/0)	The macrolide increases the effect and toxicity of theophylline	#B32020	14.421690222094	1
Phenytoin	Valproic acid	0.392	-3.021	Moderate	3 (1/2)	Valproate increases the effect of hydantoin	#77A4CB	43.2650706662821	0.214760963140449
Phenytoin	Omeprazole	0.333	-1.942	Moderate	16 (7/9)	Omeprazole increases the effect of hydantoin	#99BDDA	230.747043553504	1
Phenytoin	Trimethoprim	0.131	Inf	Moderate	1 (1/0)	Trimethoprim increases the effect of hydantoin	#B32020	14.421690222094	1
Phenytoin	Fluoxetine	0.642	-1.133	Moderate	7 (4/3)	Fluoxetine increases the effect of phenytoin	#B1CFE5	100.951831554658	1
Phenytoin	Ciprofloxacin	0.166	-4.531	Moderate	4 (1/3)	Ciprofloxacin decreases the hydantoin effect	#4A82B8	57.6867608883761	1
Phenytoin	Prednisone	0.118	1.324	Moderate	3 (2/1)	The enzyme inducer decreases the effect of the corticosteroid	#F5B2B2	43.2650706662821	1
Phenytoin	Furosemide	0.478	-1.51	Minor	4 (2/2)	The hydantoin decreases the effect of furosemide	#A5C6DF	57.6867608883761	1
Phenytoin	Diazepam	0.336	1.324	Moderate	6 (4/2)	Possible increased levels of the hydantoin, decrease of benzodiazepine	#F5B2B2	86.5301413325642	1
Phenytoin	Amiodarone	0.403	-1.51	Moderate	2 (1/1)	Amiodarone increases the effect of hydantoin	#A5C6DF	28.8433804441881	1
Phenytoin	Aminophylline	0.131	Inf	Moderate	1 (1/0)	Decreased effect of both products	#B32020	14.421690222094	1
Phenytoin	Dexamethasone	0.18	-1.51	Moderate	2 (1/1)	The enzyme inducer decreases the effect of the corticosteroid	#A5C6DF	28.8433804441881	1
Doxycycline	Warfarin	0.083	Inf	Moderate	1 (1/0)	The tetracycline increases the anticoagulant effect	#B32020	14.421690222094	1
Lidocaine	Atenolol	0.296	-1.51	Moderate	4 (2/2)	The beta-blocker increases the effect and toxicity of lidocaine	#A5C6DF	57.6867608883761	1
Lidocaine	Propranolol	0.211	Inf	Moderate	2 (2/0)	The beta-blocker increases the effect and toxicity of lidocaine	#B32020	28.8433804441881	1
Conjugated estrogens	Prednisone	0.26	Inf	Moderate	3 (3/0)	The estrogenic agent increases the effect of corticosteroid	#B32020	43.2650706662821	1
Conjugated estrogens	Prednisolone	0.286	Inf	Moderate	2 (2/0)	The estrogenic agent increases the effect of corticosteroid	#B32020	28.8433804441881	0.866955688743203
Valproic acid	Carbamazepine	0.413	1.986	Moderate	4 (3/1)	Carbamazepine decreases the effect of valproic acid	#EB9E9E	57.6867608883761	0.123031260659545
Valproic acid	Acetylsalicylic acid	0.324	1.324	Moderate	3 (2/1)	The salicylate increases the effect of valproic acid	#F5B2B2	43.2650706662821	1
Acetaminophen	Warfarin	0.329	-1.51	Minor	26 (13/13)	Acetaminophen increases the anticoagulant effect	#A5C6DF	374.963945774445	1
Amitriptyline	Fluoxetine	0.601	2.685	Major	91 (73/18)	Fluoxetine increases the effect and toxicity of tricyclics	#E18888	1312.37381021056	0.188918529365268
Amitriptyline	Carbamazepine	0.576	-1.762	Moderate	13 (6/7)	The tricyclics increases the effect of carbamazepine	#9DC0DC	187.481972887222	1
Amitriptyline	Salbutamol	0.346	Inf	Moderate	10 (10/0)	The tricyclic increases the sympathomimetic effect	#B32020	144.21690222094	1
Amitriptyline	Fenoterol	0.105	Inf	None	5 (5/0)	The tricyclic increases the sympathomimetic effect	#B32020	72.1084511104701	1
Atenolol	Diltiazem	0.518	-1.007	Major	20 (12/8)	Increased risk of bradycardia	#B4D1E6	288.433804441881	1
Atenolol	Salbutamol	0.474	1.159	Moderate	22 (14/8)	Antagonism	#F7B7B7	317.277184886069	1
Atenolol	Glyburide	0.6	-1.096	Moderate	88 (51/37)	The beta-blocker decreases the symptoms of hypoglycemia	#B2D0E5	1269.10873954427	0.99522258922568
Atenolol	Ibuprofen	0.448	1.665	Moderate	232 (166/66)	Risk of inhibition of renal prostaglandins	#F0A7A7	3345.83213152581	1
Atenolol	Gliclazide	0.498	-1.712	None	32 (15/17)	The beta-blocker decreases the symptoms of hypoglycemia	#9FC1DD	461.494087107009	1
Atenolol	Fenoterol	0.318	1.324	None	6 (4/2)	Antagonism	#F5B2B2	86.5301413325642	1
Omeprazole	Diazepam	0.314	1.81	Moderate	112 (82/30)	Omeprazole increases the effect of benzodiazepine	#EDA3A3	1615.22930487453	1
Omeprazole	Clonazepam	0.328	1.858	Moderate	632 (466/166)	Omeprazole increases the effect of benzodiazepine	#EDA1A1	9114.50822036343	3.61002050049307e-06
Diltiazem	Amlodipine	0.406	1.765	Moderate	11 (8/3)	Increases the effect and toxicity of amlodipine	#EEA4A4	158.638592443034	1
Diltiazem	Propranolol	0.468	Inf	Major	6 (6/0)	Increased risk of bradycardia	#B32020	86.5301413325642	1
Diltiazem	Simvastatin	0.557	1.123	Major	89 (56/33)	Increases the effect and toxicity of simvastatin	#F7B9B9	1283.53042976637	0.0358877875039278
Diltiazem	Amiodarone	0.561	Inf	Major	3 (3/0)	Increased risk of cardiotoxicity and arrhythmias	#B32020	43.2650706662821	1
Digoxin	Spironolactone	0.562	-3.021	Minor	39 (13/26)	Increased digoxin levels and decreased effect in presence of spironolactone	#77A4CB	562.445918661667	3.81502381739643e-28
Digoxin	Levothyroxine	0.646	Inf	Moderate	10 (10/0)	The thyroid hormones decreases the effect of digoxin	#B32020	144.21690222094	1
Digoxin	Propylthiouracil	0.323	Inf	Moderate	1 (1/0)	The antithyroid agent increases the effect of digoxin	#B32020	14.421690222094	1
Digoxin	Verapamil	0.268	Inf	Moderate	1 (1/0)	Verapamil increases the effect of digoxin	#B32020	14.421690222094	1
Digoxin	Furosemide	0.589	-3.309	Moderate	67 (21/46)	Possible electrolyte variations and arrhythmias	#709EC8	966.2532448803	4.54974361927807e-54
Digoxin	Diazepam	0.306	-1.51	Moderate	2 (1/1)	The benzodiazepine increases the effect of digoxin	#A5C6DF	28.8433804441881	1
Digoxin	Hydrochlorothiazide	0.547	-1.373	Moderate	21 (11/10)	Possible electrolyte variations and arrhythmias	#A9C9E1	302.855494663975	1
Digoxin	Amiodarone	0.488	-1.259	Major	11 (6/5)	Amiodarone increases the effect of digoxin	#ACCCE3	158.638592443034	0.000479205533657028
Digoxin	Carvedilol	0.519	-3.776	Moderate	35 (10/25)	Carvedilol increases levels/effect of digoxin	#6093C2	504.759157773291	1.09324237261019e-28
Spironolactone	Enalapril	0.613	-2.069	Major	109 (46/63)	Increased risk of hyperkaliemia	#94B9D8	1571.96423420825	8.20223113325409e-08
Spironolactone	Losartan	0.575	-1.126	Major	103 (59/44)	Increased risk of hyperkaliemia	#B1CFE5	1485.43409287569	1.39059819303168e-10
Spironolactone	Captopril	0.634	1.324	Major	12 (8/4)	Increased risk of hyperkaliemia	#F5B2B2	173.060282665128	1
Levothyroxine	Warfarin	0.525	1.103	Moderate	24 (15/9)	Thyroid hormones increase the anticoagulant effect	#F7B9B9	346.120565330257	1
Levothyroxine	Iron	0.482	3.31	Moderate	30 (25/5)	Iron decreases absorption of levothyroxine	#D97575	432.650706662821	1
Imipramine	Fluoxetine	0.535	3.31	Major	12 (10/2)	Fluoxetine increases the effect and toxicity of tricyclics	#D97575	173.060282665128	1
Imipramine	Carbamazepine	0.668	1.324	Moderate	6 (4/2)	The tricyclic increases the effect of carbamazepine	#F5B2B2	86.5301413325642	0.990411042869817
Imipramine	Salbutamol	0.15	1.324	Moderate	3 (2/1)	The tricyclic increases the sympathomimetic effect	#F5B2B2	43.2650706662821	1
Imipramine	Fenoterol	0.033	Inf	None	1 (1/0)	The tricyclic increases the sympathomimetic effect	#B32020	14.421690222094	1
Fluoxetine	Nortriptyline	0.528	Inf	Major	3 (3/0)	Fluoxetine increases the effect and toxicity of tricyclics	#B32020	43.2650706662821	1
Fluoxetine	Carbamazepine	0.539	1.135	Moderate	19 (12/7)	Increases the effect of carbamazepine	#F7B9B9	274.012114219787	1
Fluoxetine	Propranolol	0.368	3.31	Moderate	36 (30/6)	The SSRI increases the effect of the beta-blocker	#D97575	519.180847995385	1
Fluoxetine	Warfarin	0.336	1.986	Moderate	12 (9/3)	The SSRI increases the effect of anticoagulant	#EB9E9E	173.060282665128	1
Fluoxetine	Carvedilol	0.372	1.655	Moderate	14 (10/4)	The SSRI increases the effect of the beta-blocker	#F0A9A9	201.903663109316	1
Fluoxetine	Lithium cation	0.545	1.986	Major	4 (3/1)	The SSRI increases serum levels of lithium	#EB9E9E	57.6867608883761	1
