drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Insulin lispro	Esmolol	0.508	Inf	Moderate	7 (7/0)		#B32020	42.3626240619705	1
Insulin lispro	Doxycycline	0.663	1.61	Moderate	20 (14/6)		#F5B2B2	121.036068748487	1
Insulin lispro	Atenolol	0.809	2.76	Moderate	5 (4/1)		#EB9E9E	30.2590171871218	1
Insulin lispro	Acetylsalicylic acid	0.844	-1.198	Moderate	137 (75/62)		#B1CFE5	829.097070927136	6.96216018170787e-38
Insulin lispro	Carvedilol	0.896	-1.739	Moderate	55 (25/30)		#A8C8E1	332.849189058339	1.43397533744723e-24
Insulin glargine	Esmolol	0.5	1.38	Moderate	3 (2/1)		#F6B6B6	18.1554103122731	1
Insulin glargine	Doxycycline	0.59	1.84	Moderate	11 (8/3)		#F2AEAE	66.5698378116679	1
Insulin glargine	Metoprolol	0.835	-1.396	Moderate	53 (27/26)		#AECDE3	320.745582183491	4.52220927549748e-06
Insulin glargine	Atenolol	1	Inf	Moderate	2 (2/0)		#B32020	12.1036068748487	1
Insulin glargine	Timolol	1	Inf	Moderate	2 (2/0)		#B32020	12.1036068748487	1
Insulin glargine	Propranolol	0.767	1.38	Moderate	6 (4/2)		#F6B6B6	36.3108206245461	1
Insulin glargine	Labetalol	0.848	-1.16	Moderate	18 (10/8)		#B2D0E5	108.932461873638	0.0290738578661549
Insulin glargine	Acetylsalicylic acid	0.789	-1.295	Moderate	89 (47/42)		#AFCEE4	538.610505930767	2.99222185831147e-15
Insulin glargine	Minocycline	1	Inf	Moderate	1 (1/0)		#B32020	6.05180343742435	1
Insulin glargine	Carvedilol	0.843	1.104	Moderate	39 (24/15)		#F8BABA	236.02033405955	5.78294348400911e-14
Cyclosporine	Atorvastatin	1	-1.449	Major	2 (1/1)	Possible myopathy and rhabdomyolysis	#AECDE3	12.1036068748487	1
Cyclosporine	Rosuvastatin	1	Inf	Major	1 (1/0)	Increases the effect and toxicity of rosuvastatin	#B32020	6.05180343742435	1
